ROAD,ROAD_NAME,COMMON_USAGE_NAME,START_SLK,END_SLK,CWY,START_TRUE_DIST,END_TRUE_DIST,NETWORK_TYPE,RA_NO,RA_NAME,LG_NO,LG_NAME,SPEED_LIMIT,ROUTE_NE_ID,OBJECTID,GlobalID,GEOLOCSTLength
1072515,Saracen L,Saracen L,0,0.17,Single,0,0.17,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611235,22621772,{B7289AC3-0CD3-41A4-A28D-87D30359CC9E},0.00182901886939245
1072514,Stillwater Dr,Stillwater Dr,0,0.945,Single,0,0.945,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611231,22621773,{B2F9006F-8F88-4539-8076-FCEC577F2633},0.00956400097461355
1072513,Selhurst Pwy,Selhurst Pwy,0,0.28,Single,0,0.28,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611228,22621774,{6906C7E1-83E2-4162-86A4-A51E3F14D1AC},0.00257598686715925
1072512,Elland Wy,Elland Wy,0,0.077,Single,0,0.077,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611226,22621775,{40529000-9E7A-4F69-861C-76DF5E09F72A},0.000796891878440157
1072511,Hillsborough Av,Hillsborough Av,0,0.431,Single,0,0.431,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611221,22621776,{17B68840-DE88-47F4-91C2-C1B0FF2FD2CC},0.00424051435372207
1070400,Nanga Rd,Nanga Rd,0,0.11,Single,0,0.11,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,230340,22621777,{661C742F-64B9-4299-8381-467486611BB6},0.00115655912084078
1070399,Yanrey St,Yanrey St,0,0.61,Single,0,0.61,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,247169,22621778,{8DB786BF-31E3-47AA-BF7D-9C181EA4933C},0.00546465430585187
1070398,Gogo Rd,Gogo Rd,0,0.11,Single,0,0.11,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,217144,22621779,{6ABAFF6D-AFDF-4398-8776-3820326A1FFE},0.00116518324739073
1070397,Byro Rd,Byro Rd,0,0.11,Single,0,0.11,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,206473,22621780,{7896601A-8190-4082-B350-39D5EA1B88A0},0.0011353413583588
1070396,Ellendale St,Ellendale St,0,0.56,Single,0,0.56,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,213676,22621781,{3F784ABB-4B8D-4410-A1CB-982348CD4909},0.00504795037620364
1070395,Wooleen St,Wooleen St,0,0.59,Single,0,0.59,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,246821,22621782,{A482B221-D6B2-4C44-9B64-C92B5D0D4688},0.00529870006765787
1070394,Karunjie Rd,Karunjie Rd,0,0.94,Single,0,0.94,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,222644,22621783,{AB39AABA-A373-4133-957C-6DFDEA6B0CD3},0.00982900673446326
1070393,Maroonah Rd,Maroonah Rd,0,0.29,Single,0,0.29,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,227047,22621784,{365789FE-7D08-4919-B357-C13E27E54BF2},0.00304890226147051
1070392,Boolardy Rd,Boolardy Rd,0,0.25,Single,0,0.25,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,204664,22621785,{0DC82DB8-2E37-4E14-A489-CC7176AA738C},0.00264400245839523
1070391,Korong Rd,Korong Rd,0,0.29,Single,0,0.29,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,223821,22621786,{FAE3E7DA-54BA-4C7B-B509-DBA89E18DC4D},0.00299496661083225
1070390,Strelley Rd,Strelley Rd,0,0.34,Single,0,0.34,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,240697,22621787,{76D0CB84-E2E7-4003-A5F6-3858D7272861},0.00347836927855011
1070389,Ivanhoe St,Ivanhoe St,0,0.263,Single,0,0.263,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,221378,22621788,{E712AFAD-8C3C-4E89-9C3E-DC22F7EBBDFB},0.00238226770866146
1070388,Weebo St,Weebo St,0,0.12,Single,0,0.12,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,245274,22621789,{E7E70A24-33CB-4405-B021-02CD144D7DC2},0.00103693490634658
1070387,Noreena Av,Noreena Av,0,0.68,Single,0,0.68,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,231096,22621790,{2FF0413B-546E-4A85-B246-ABC1E2A5E2D7},0.00707674094489708
1070386,Warrie St,Warrie St,0,0.12,Single,0,0.12,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,244857,22621791,{782277A7-FAD7-46F2-ADAF-B8515ACDF725},0.00100824846834881
1070385,Munja St,Munja St,0,0.12,Single,0,0.12,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,230019,22621792,{4E7741DE-65CA-4C0D-8924-0CFD5BB93522},0.00104260682905878
1070384,Yuin St,Yuin St,0,0.11,Single,0,0.11,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,247456,22621793,{E574F46D-3DEE-4C45-A6CA-23D6E5E0B306},0.00106763757895645
1070383,Tangadee Rd,Tangadee Rd,0,1.36,Single,0,1.36,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,241456,22621794,{0C94C36D-2FF4-419A-8363-4B7F58B11C7E},0.0141580908763873
1070382,Finn Ct,Finn Ct,0,0.1,Single,0,0.1,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,214945,22621795,{2A72C03A-CABE-46D4-A347-6CA1E6E3A944},0.00106827859484516
1070381,Dutton Wy,Dutton Wy,0,0.41,Single,0,0.41,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,213027,22621796,{637D8D12-AE8F-4CD0-A145-AC2DA02964E3},0.00400505270009359
1070380,Penson Pl,Penson Pl,0,0.1,Single,0,0.1,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,233378,22621797,{9BA64A04-C4D2-4B24-9987-972BEB1FEC62},0.00104943079809962
1070379,Laird St,Laird St,0,0.2,Single,0,0.2,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,224106,22621798,{85EEBBD6-98EB-45A4-A180-F9EFD2DB7919},0.00176498441919469
1070378,Prosser Wy,Prosser Wy,0,0.34,Single,0,0.34,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,234638,22621799,{EB892BD7-C595-41A2-AFE9-42A5AF2A09C6},0.00320580590879516
1070377,Treasure Pl,Treasure Pl,0,0.11,Single,0,0.11,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,242902,22621800,{9F419E34-CB82-465E-8DDF-09B0DD9DB77F},0.00117859110806081
1070376,Coffey St,Coffey St,0,0.18,Single,0,0.18,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,209099,22621801,{E5388D7C-C3F7-4974-BE33-7C4E046C2E5E},0.00183734313235296
1070375,Robin Ct,Robin Ct,0,0.12,Single,0,0.12,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,236417,22621802,{069A98D4-080B-495D-9127-A08E91D4A4EE},0.00126089254102005
1070374,Fane Ct,Fane Ct,0,0.12,Single,0,0.12,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,214504,22621803,{DD022A5C-9602-4E6B-B570-26D33B993A0B},0.00129174958873615
1070373,Royce St,Royce St,0,0.34,Single,0,0.34,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,237232,22621804,{1DD8BDCA-A4DC-436F-A93C-010A4BB97745},0.00351626110556328
1070372,Quamby Pl,Quamby Pl,0,0.35,Single,0,0.35,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,234821,22621805,{6AD09573-C79A-4E19-A8DC-630A2B220F6B},0.00376019639594627
1070369,Indiana Pde,Indiana Pde,0.33,0.64,Single,0.33,0.64,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,221126,22621806,{74890D8D-5847-4453-AD05-208D4B58B373},0.00298266136534148
1070369,Indiana Pde,Indiana Pde,0,0.31,Single,0,0.31,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,221126,22621807,{017069C4-D9A0-464C-8C79-94C6E6755719},0.00297791171210762
1070368,Brownrigg St,Brownrigg St,0,0.37,Single,0,0.37,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,205804,22621808,{534C11DD-1C6F-4623-8575-13A177C0C56F},0.0035072044515221
1070367,Bannon St,Bannon St,0,0.35,Single,0,0.35,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,202559,22621809,{AC2E753E-1F9F-4846-8631-075DF6A30D9E},0.00329840329247944
1070366,McViegh St,McViegh St,0,0.35,Single,0,0.35,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,227546,22621810,{FB12110F-4848-4856-8919-9873194FC282},0.00316560643436522
1070365,Reilly St,Reilly St,0,0.34,Single,0,0.34,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,235764,22621811,{2FBEE223-587F-4375-BC93-2C90ECAA69B5},0.00335955475039627
1070364,Whitehead St,Whitehead St,0,0.34,Single,0,0.34,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,245799,22621812,{F9DCB7EE-C4FB-4750-B533-B1181CC47BA6},0.00335720574343256
1070363,Damon St,Damon St,0,0.22,Single,0,0.22,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,211133,22621813,{61B9BDF9-3959-4A74-9A82-999C474476FE},0.00212767753853585
1070362,Penson St,Penson St,0,0.591,Single,0,0.591,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,233379,22621814,{4868B9CC-9ED0-49B8-A982-0AE99CCF6C6D},0.00535411308566884
1070361,Manders Wy,Manders Wy,0,0.41,Single,0,0.41,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,226623,22621815,{ECAF70A1-D03E-4C55-A2DA-F7DEE4C43C34},0.00398537001139481
1070360,Glew St,Glew St,0,0.22,Single,0,0.22,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,217032,22621816,{BF70C680-2315-428A-A0B3-D921876837CE},0.00227062502640355
1070359,Wenn Rd,Wenn Rd,0,0.37,Single,0,0.37,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,245452,22621817,{2116A181-7F2F-4F1F-9A96-776B40CA259D},0.00332603576372515
1070358,Heath St,Heath St,0,0.39,Single,0,0.39,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,219357,22621818,{7B9AFD6E-3EB2-43DD-85DF-612DA7E2913B},0.00353351832285346
1070357,Treasure Rd,Treasure Rd,0,0.47,Single,0,0.47,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,242903,22621819,{C32EB644-9415-4A92-890B-5BAE47474D46},0.00415577049478407
1070356,Fanning Wy,Fanning Wy,0,0.39,Single,0,0.39,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,214506,22621820,{3D25D095-0FCC-41A8-8423-B79429B00398},0.00361810281820647
1070355,Murdoch Dr,Murdoch Dr,0.78,1.45,Single,0.78,1.45,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,230076,22621821,{3A5C0BD1-E53F-4126-BBE9-AF4A88F6849E},0.00614301404585508
1070355,Murdoch Dr,Murdoch Dr,0,0.76,Single,0,0.76,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,230076,22621822,{3ECC9472-6D2E-4772-A6E1-3A8F7E4547BC},0.0068910976390322
1070354,Bight Reefs Rd,Bight Reefs Rd,0,0.81,Single,0,0.81,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,203955,22621823,{07D467B1-9E9B-4982-B5E0-7C11F970F225},0.00834752352446464
1070353,Cavender St,Cavender St,0,0.75,Single,0,0.75,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,207708,22621824,{3B43146D-1AF5-4D1C-A68F-A063CFB149AE},0.00676774379571489
1070352,Fruin Ct,Fruin Ct,0,0.16,Single,0,0.16,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,215915,22621825,{F591CCC7-4AEC-4E02-8C06-AF3A79B3889F},0.00165628288646596
1070351,Murphy Wy,Murphy Wy,0,0.31,Single,0,0.31,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,230113,22621826,{A11F4AFB-28D3-48BD-87FE-615D1BB3E3E8},0.00309512260238695
1070350,Welch Wy,Welch Wy,0,0.39,Single,0,0.39,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,245323,22621827,{EA0D5D32-FEA8-4AF8-8CF4-91D44A4F7C0F},0.00389602425451069
1070349,Ledger St,Ledger St,0,0.29,Single,0,0.29,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,224796,22621828,{7AD973F7-675D-43A7-B73F-A0CA7DA2D807},0.00265408308083978
1070348,Ludlow Wy,Ludlow Wy,0,0.29,Single,0,0.29,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,225963,22621829,{1783522A-1531-4EDF-B89E-4B8B97B54654},0.00289783381648349
1070347,Barter Pl,Barter Pl,0,0.12,Single,0,0.12,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,202875,22621830,{95846E1A-23A4-468C-8CD3-F613B59C5C8E},0.00110774952042418
1070346,Evans St,Evans St,0,0.11,Single,0,0.11,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,214241,22621831,{3A76CBD7-2151-45A8-A38B-ED651FD67988},0.00106896772636034
1070345,Mead St,Mead St,0,0.33,Single,0,0.33,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,227998,22621832,{3614E745-350A-45A4-91A0-441CACF74C1A},0.003215345170477
1070344,Jones Pl,Jones Pl,0,0.07,Single,0,0.07,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,222179,22621833,{F202BCBC-B2E6-4263-9166-5F83C5442B7F},0.000692044073740972
1070342,Herlihy Wy,Herlihy Wy,0,0.42,Single,0,0.42,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,219649,22621834,{234166B0-433B-4EE3-97E3-FF3337265D08},0.00398103615825632
1070340,Pollard Wy,Pollard Wy,0,0.55,Single,0,0.55,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,234181,22621835,{3D61BA01-A89F-4CBD-9BC3-734668EDB45F},0.0052040297964573
1071984,Whitemoss Turn,Whitemoss Turn,0,0.4,Single,0,0.4,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,169978599,22621836,{A08C2FE6-35B5-49E3-8CD9-F4121538BDB1},0.00413073969835437
1071983,Plymouth Wy,Plymouth Wy,0,0.09,Single,0,0.09,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,169978608,22621837,{49B4E1BE-331A-41BE-BC73-F5D5431B83C0},0.000803280720732335
1071981,Edenhall Tce,Edenhall Tce,0,0.42,Single,0,0.42,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,169978589,22621838,{33AAFB26-A798-40DB-8E30-60C68E06EDB5},0.00389860694957109
1071979,Hayeswater Cct,Hayeswater Cct,0,0.42,Single,0,0.42,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,169978690,22621839,{0DFA35EB-5AAC-462E-9ADC-72F1DBA92CBA},0.00443248150382562
1071978,Lowick Link,Lowick Link,0,0.16,Single,0,0.16,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,169978714,22621840,{C78157D8-5F18-408A-85D7-CA02FA427A24},0.00149624872365981
1071977,Oxenholme Wy,Oxenholme Wy,0,0.24,Single,0,0.24,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,171188001,22621841,{8583FEF7-9ADA-4E79-B4FE-671EA388A804},0.00235018785434562
1071968,Whyalla Cir,Whyalla Cir,0,0.35,Single,0,0.35,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,171188273,22621842,{560F9522-0679-400F-B50E-76FFA14E49B2},0.00343169807012593
1071967,Kinsale Bend,Kinsale Bend,0,0.22,Single,0,0.22,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,171188339,22621843,{141F60F6-6CF6-40EE-B5E9-75703C4E8933},0.00215335969658534
1071966,Antonio Cct,Antonio Cct,0,0.33,Single,0,0.33,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,171188602,22621844,{E07A0AB9-8DEB-456D-A34D-630469B46766},0.00330403462557711
1071965,Tangier Pwy,Tangier Pwy,0,0.23,Single,0,0.23,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,171188553,22621845,{3567D6A7-0987-4E4E-9E38-5E5BE844A99B},0.00234938385829075
1071964,Emden Link,Emden Link,0,0.26,Single,0,0.26,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,171188515,22621846,{2CBAEFAA-9562-4D65-BDCA-762AF9757F9F},0.0024111375402817
1071963,Basco L,Basco L,0,0.08,Single,0,0.08,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,171188566,22621847,{7F281D58-066B-453C-A857-1B7BA299A15A},0.000727000687757584
1071962,Brussels Cct,Brussels Cct,0,0.34,Single,0,0.34,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,171188474,22621848,{3C3FFD2F-181F-4069-B5E1-A0EA7BAB75A8},0.00348047078638389
1071961,Athens Ent,Athens Ent,0,0.73,Single,0,0.73,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,171188400,22621849,{85EFE52D-F97C-4D70-8C31-891383E95ADB},0.007489368789996
1072510,Notman Wy,Notman Wy,0,0.34,Single,0,0.34,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611217,22621850,{EDCEFFCC-A737-47FE-9E56-DC2899582C0A},0.00326011716727518
1072509,Kingcote Rd,Kingcote Rd,0,0.18,Single,0,0.18,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611214,22621851,{F24C7DB8-1650-404E-9685-7F9A1C654D42},0.00195501681086084
1072508,Linaker St,Linaker St,0,0.35,Single,0,0.35,Local Road,07,Metropolitan,107,Rockingham (C),50km/h applies in built up areas or 110km/h outside built up areas,12611210,22621852,{0E50504A-2D62-4F2D-A6C8-D2198B859825},0.00317547401813487
